"Response ID","Date submitted","Last page","Start language","Seed","","How familiar are you with the term systematic review? ","How familiar are you with the term systematic review?  [Other]","How would you define, in your own words, a “systematic review”? ","I am aware how systematic reviews are different from traditional literature reviews. ","How frequently do you read or consult published systematic reviews in your field? ","I am planning to conduct systematic review in the future. ","To ensure you are not a bot, please select the answer strongly agree. ","Have you published a systematic review - e.g. in a scientific journal or as a thesis? ","I think that systematic reviews are important for advancing scientific knowledge. ","If you answered ”Strongly disagree” or ”Disagree” to the previous question, what is the reason for your answer? ","Have you ever conducted a systematic review? ","If you answered ”No” to the previous question, what is the reason for not conducting a systematic review?  [Lack of methodological knowledge or training in systematic review]","If you answered ”No” to the previous question, what is the reason for not conducting a systematic review?  [Lack of time or resources]","If you answered ”No” to the previous question, what is the reason for not conducting a systematic review?  [Not relevant to my research]","If you answered ”No” to the previous question, what is the reason for not conducting a systematic review?  [Other]","If you answered ”Yes” to the previous question, what motivated you to conduct a systematic review?  [It was required by a funding agency or journal]","If you answered ”Yes” to the previous question, what motivated you to conduct a systematic review?  [It was recommended by a supervisor or colleague]","If you answered ”Yes” to the previous question, what motivated you to conduct a systematic review?  [I believe it is a rigorous method of synthesizing evidence]","If you answered ”Yes” to the previous question, what motivated you to conduct a systematic review?  [Other]","How many systematic reviews have you been involved in?  []","On average, how many months did it take you to perform a systematic review (from protocol writing to a first draft of a publication)?  []","I have encountered problems in publishing my systematic review (i.e. rejections by journals, difficult peer review). ","Which systematic review step(s) have you been involved in? [Formulating research question]","Which systematic review step(s) have you been involved in? [Literature search]","Which systematic review step(s) have you been involved in? [Data extraction]","Which systematic review step(s) have you been involved in? [Abstract screening]","Which systematic review step(s) have you been involved in? [Meta-analysis]","Which systematic review step(s) have you been involved in? [Writing the paper]","There is an established process for systematic review in my group. ","In the past, have you consulted any of the following external experts to help you with the systematic review?  [Yes - Statistician]","In the past, have you consulted any of the following external experts to help you with the systematic review?  [Yes - Librarian / Information service]","In the past, have you consulted any of the following external experts to help you with the systematic review?  [Yes - IT specialist]","In the past, have you consulted any of the following external experts to help you with the systematic review?  [Yes - Experts in the field (e.g., stem cell research, neuroscience)]","In the past, have you consulted any of the following external experts to help you with the systematic review?  [No - My group has offered the expertise needed]","In the past, have you consulted any of the following external experts to help you with the systematic review?  [No - I wasn’t aware of these options]","In the past, have you consulted any of the following external experts to help you with the systematic review?  [Other]","What was/ were the most challenging step(s) of systematic review for you?  [Insufficient methodological knowledge about systematic review]","What was/ were the most challenging step(s) of systematic review for you?  [Creation of search string]","What was/ were the most challenging step(s) of systematic review for you?  [Database search]","What was/ were the most challenging step(s) of systematic review for you?  [Abstract and full text screening]","What was/ were the most challenging step(s) of systematic review for you?  [Data extraction]","What was/ were the most challenging step(s) of systematic review for you?  [Synthesis of results]","What was/ were the most challenging step(s) of systematic review for you?  [Meta-analysis]","What was/ were the most challenging step(s) of systematic review for you?  [Resistance from supervisor/working group]","What was/ were the most challenging step(s) of systematic review for you?  [Other]","Would you consider performing another systematic review? ","If you answered ”Extremely Unlikely” to the previous question, why? ","Have you ever used one of the following software or tools to support you in the systematic review?  [Excel/Google Sheets]","Have you ever used one of the following software or tools to support you in the systematic review?  [Covidence]","Have you ever used one of the following software or tools to support you in the systematic review?  [DistillerSR]","Have you ever used one of the following software or tools to support you in the systematic review?  [Rayyan QCRI]","Have you ever used one of the following software or tools to support you in the systematic review?  [SysRev]","Have you ever used one of the following software or tools to support you in the systematic review?  [Abstrackr]","Have you ever used one of the following software or tools to support you in the systematic review?  [RevMan]","Have you ever used one of the following software or tools to support you in the systematic review?  [PICO Portal]","Have you ever used one of the following software or tools to support you in the systematic review?  [Elicit]","Have you ever used one of the following software or tools to support you in the systematic review?  [SyRF]","Have you ever used one of the following software or tools to support you in the systematic review?  [ASReview]","Have you ever used one of the following software or tools to support you in the systematic review?  [Traditional reference management software (Endnote, Mendeley, Zotero)]","Have you ever used one of the following software or tools to support you in the systematic review?  [ChatGPT or other large language models]","Have you ever used one of the following software or tools to support you in the systematic review?  [I have never used a software for systematic reviews]","Have you ever used one of the following software or tools to support you in the systematic review?  [Other]","If you answered ”I have never used a software for systematic reviews” to the previous question, why?  [Lack of knowledge]","If you answered ”I have never used a software for systematic reviews” to the previous question, why?  [I tried one of the softwares but I did not like it]","If you answered ”I have never used a software for systematic reviews” to the previous question, why?  [Price]","If you answered ”I have never used a software for systematic reviews” to the previous question, why?  [Other]","Which aspects of the systematic review software or tools do you think can be improved?  [User friendliness]","Which aspects of the systematic review software or tools do you think can be improved?  [Integration with other tools]","Which aspects of the systematic review software or tools do you think can be improved?  [Transparency]","Which aspects of the systematic review software or tools do you think can be improved?  [Customization]","Which aspects of the systematic review software or tools do you think can be improved?  [Automation]","Which aspects of the systematic review software or tools do you think can be improved?  [Price]","Which aspects of the systematic review software or tools do you think can be improved?  [None – I think the software I am using covers all my needs]","Which aspects of the systematic review software or tools do you think can be improved?  [Other]","What was the population of the systematic reviews you have performed?  [Human Studies]","What was the population of the systematic reviews you have performed?  [Animal Studies]","What was the population of the systematic reviews you have performed?  [Both]","What was the population of the systematic reviews you have performed?  [Other]","If you have answer either ”Animal studies” or ”Both”, what was the rationale behind conducting a systematic review in animal studies?  [I believe it can be an alternative to animal experimentation]","If you have answer either ”Animal studies” or ”Both”, what was the rationale behind conducting a systematic review in animal studies?  [For animal welfare reasons (e.g. as a refinement of an animal research method)]","If you have answer either ”Animal studies” or ”Both”, what was the rationale behind conducting a systematic review in animal studies?  [Other]","Have you performed animal experimentation in the past year? ","I am familiar with the concept of 3Rs (Replacement, Reduction and Refinement of animals in research). ","I believe systematic reviews can be a valuable alternative method to animal experimentation. ","I would be interested in attending a workshop or training session on conducting systematic reviews. ","To ensure you are not a bot, please answer the following question correctly. What is four plus three? Please select the correct answer. ","What measures do you think could be put in place to promote the use of systematic reviews as an alternative method to animal experimentation? ","Is there any other way you would like the systematic review to improve? ","Select your gender. ","Your age:  []","Your Nationality:","Which country do you reside in?","At which institution(s) are you currently working (e.g., University of Zürich, Department of molecular biology)?","Which field are you working in?  [Animal research]","Which field are you working in?  [Clinical research (i.e., data or samples from humans)]","Which field are you working in?  [Medicine (i.e., working as a medical doctor with patients)]","Which field are you working in?  [Statistics/ systematic review methodology]","Which field are you working in?  [Other]","What is the highest degree you have obtained? ","What is the highest degree you have obtained?  [Other]","Which stage of your career are you currently pursuing? ","Which stage of your career are you currently pursuing?  [Other]","Any comments or feedback regarding the survey?","Total time","Group time: Instructions","Question time: G02Q02","Group time: General academic public","Question time: Q00","Question time: G02Q04","Group time: General academic public","Question time: G02Q05","Question time: G02Q06","Question time: G02Q07","Question time: G02Q10","Question time: G02Q14","Group time: General academic public","Question time: G02Q08","Question time: G02Q09","Group time: General academic public","Question time: G02Q11","Question time: G02Q12","Question time: G02Q13","Group time: Academics who have performed systematic reviews","Question time: G03Q15","Question time: G03Q16","Question time: G03Q17","Question time: G06Q42","Question time: G03Q18","Question time: G03Q19","Question time: G03Q22","Group time: Academics who have performed systematic review","Question time: G03Q20","Question time: G03Q21","Group time: Academics who have performed systematic review","Question time: G03Q23","Question time: G03Q24","Question time: G03Q25","Group time: Academics who have performed systematic reviews","Question time: G04Q27","Question time: G04Q28","Group time: Animal Research","Question time: G04Q26","Question time: G04Q29","Question time: G04Q30","Group time: Future of systematic reviews","Question time: G05Q31","Question time: G05Q32","Question time: G05Q33","Question time: G05Q34","Group time: About You","Question time: G07Q35","Question time: G07Q36","Question time: G12Q43","Question time: G12Q41","Question time: G05Q37","Question time: G05Q38","Question time: G05Q39","Question time: G05Q40","Group time: Comments or Feedback","Question time: G12Q40"
"86","1980-01-01 00:00:00","43","en","1721188044","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","xx","Very","Very Often","Disagree","Strongly Agree","Yes","Neutral","","Yes","N/A","N/A","N/A","","No","Yes","No","","5","4","Neutral","No","No","Yes","No","No","No","Neutral","No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","Yes","","Likely","","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","N/A","N/A","N/A","","No","No","No","Yes","Yes","No","No","","Yes","No","No","","N/A","N/A","","No","Neutral","Agree","Neutral","Nine","test","test","Female","21","test","test","test","Yes","No","No","No","","Masters (MA/ MSc/ MPhil/ MBA/ EMBA/ Other)","","Doctoral (PhD/ Other)","","test","154.2","","3.31","","3.46","4.09","","3.62","3.23","3.42","3.69","3.32","","3.58","","","7.54","","3.31","","2.68","3.93","2.73","3.07","4.08","2.86","3.84","","2.56","","","5.33","","4","","4.01","","","4.03","3.71","3.57","","3.07","4.17","5.4","3.81","","5.05","4.41","4.44","9.22","2.97","5.27","3.79","5.73","","3.9"
"88","1980-01-01 00:00:00","43","en","2144004927","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","A Literature Review with beforehand set includion and exclusion criteria for publications, that shall give an answer to a reseach question.","Moderately","Very Often","Strongly Agree","Strongly Agree","No","Strongly Agree","","No","No","No","No","was not yet relevant in my work","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","","Yes","Strongly Agree","Neutral","Strongly Agree","Seven","","","Female","34","Polish","Switzerland","Agroscope / ETH D-USYS","No","No","No","No","Agroecology","Masters (MA/ MSc/ MPhil/ MBA/ EMBA/ Other)","","Doctoral (PhD/ Other)","","","1615.34","","1055.15","","19.82","141.97","","16.41","16.47","13.94","26.29","10.12","","12.29","","","11.31","41.19","","","","","","","","","","","","","","","","","","","","","15.42","11.82","15.65","","16.24","15.8","12.81","11.6","","10.28","19.33","19.56","20","32.02","21.8","11.16","10.13","","6.76"
"89","1980-01-01 00:00:00","43","en","680190025","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","a document with carefully selected and organized scientific information of other publication","Very","Somewhat Often","Agree","Strongly Agree","Yes","Agree","","No","Yes","No","No","","N/A","N/A","N/A","","1","12","Agree","No","Yes","No","No","No","Yes","Disagree","No","No","No","No","No","Yes","","Yes","No","Yes","No","No","Yes","Yes","No","","Neutral","","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","","Yes","No","No","","Yes","Yes","No","No","Yes","No","No","","No","Yes","No","","No","Yes","","Yes","Agree","Neutral","Neutral","Seven","","","Female","48","Switzerland","Switzerland","University Hospital, Plastic and Hand surgery","Yes","Yes","No","No","","Masters (MA/ MSc/ MPhil/ MBA/ EMBA/ Other)","","Doctoral (PhD/ Other)","","","775.86","","42.51","","26.98","130.42","","11.9","11.69","7.75","29.78","9.91","","23.72","","","11.56","15.85","","","7.97","24.56","11.49","16.18","9.81","15.91","24.86","","27.95","","","26.7","10.21","41.68","","12.04","25.3","","18.9","7.11","12.46","","10.2","10.27","27.84","6.28","","7.79","8.49","10.2","12.85","22.61","20.25","13.01","8.07","","2.8"
"90","1980-01-01 00:00:00","43","en","513947943","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","A review were you combine information form different sources about a specific research question/topic in a compact and ordered version. ","Slightly","Sometimes","Strongly Agree","Strongly Agree","No","Agree","","No","Yes","Yes","No","","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","","Yes","Agree","Disagree","Strongly Agree","Seven","","At the moment I can not answer this question because I don't know enough about it.","Female","27","CH","Schweiz","University Hospital Zürich, Plastic surgery and hand surgery","Yes","Yes","No","No","","Masters (MA/ MSc/ MPhil/ MBA/ EMBA/ Other)","","Masters (MA/ MSc/ MPhil/ MBA/ EMBA / Other)","","","805.99","","66.45","","23.76","143.33","","14.87","8.48","20.62","20.71","12.97","","9.4","","","6.25","13.38","","","","","","","","","","","","","","","","","","","","","23.26","18.16","113.08","","14.11","23.16","73.75","68.6","","8.3","10.55","8.38","8.06","46.98","24.91","12.66","7.72","","4.09"
"91","1980-01-01 00:00:00","43","en","1465996036","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","A systematic review summarizes the available literature about a specific topic and should answer a particular research question.","Moderately","Rarely","Neutral","Strongly Agree","No","Strongly Agree","","No","Yes","No","No","","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","","No","Strongly Agree","Agree","Agree","Seven","One could make a systematic review mandatory to obtain approval for animal experiments above a certain number of animals or a certain level of severity.","","Male","32","Swiss","Switzerland","University of Zurich, Institute of Neuroinformatics","Yes","No","No","No","","Masters (MA/ MSc/ MPhil/ MBA/ EMBA/ Other)","","Doctoral (PhD/ Other)","","","1462.35","","246.26","","22.63","189.24","","17.87","40.15","11.21","12.84","5.83","","7.56","","","7.49","17.17","","","","","","","","","","","","","","","","","","","","","12.91","5.88","266.3","","7.25","9.9","447.48","19.22","","8.49","8.72","7.46","12.04","24.23","29.75","10.2","9.87","","4.4"
"92","1980-01-01 00:00:00","43","en","328285396","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","A systematic knowledge synthesis, which includes aspects that allow one to judge the quality of provided evidence (bias assessment). In the context of animal research is crucial to move research to be considered in human subjects","Extremely","Sometimes","Strongly Agree","Strongly Agree","No","Strongly Agree","","No","No","No","No","heterogenous outcomes in the research field. ","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","","Yes","Strongly Agree","Agree","Strongly Agree","Seven","Promotion of such formats in journals focusing on the translator and animal experimentation research.  Additional and special funding opportunities for systematic and scoping reviews. ","I'm super interested in them being ""alive"" and updating themselves ","I prefer to not disclose","33","Polish","Switzerland","University of Zürich, Tierspital","Yes","No","No","Yes","","Doctoral (PhD/ Other)","","Postdoctoral researcher","","I can be very easly identified by the combination of questions you asked. I'm very curious how you will analyze data, ensuring anonymization:)","1198.44","","297.21","","28.52","199.45","","9.74","23.1","10.47","11.26","10.24","","8.53","","","8.96","33.76","","","","","","","","","","","","","","","","","","","","","10.08","6.64","12.82","","8.85","142.01","113.29","52.58","","9.93","12.45","12.33","15.01","26.29","21.3","12.51","11.59","","89.52"
"93","1980-01-01 00:00:00","43","en","1126673146","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","Various studies on a specific subject/research question are collected and reviewed in a critical manner, in a way that the research question can be answered in different, sometimes even contradicting ways. ","Not at all","Very Often","Strongly Agree","Strongly Agree","No","Strongly Agree","","No","No","Yes","No","","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","","Yes","Strongly Agree","Neutral","Strongly Agree","Seven","More courses could be organised for bachelor/master students","","Female","27","Swiss","Switzerland","University of Zurich, Institute of veterinary physiology","Yes","No","No","No","","Masters (MA/ MSc/ MPhil/ MBA/ EMBA/ Other)","","Doctoral (PhD/ Other)","","","822.16","","25.63","","19.26","176.92","","17.23","7.8","5.03","9.31","4.53","","5.4","","","5.35","13","","","","","","","","","","","","","","","","","","","","","3.57","5.12","65.52","","7.09","8.48","76.93","275.3","","5.59","9.86","6.07","5.56","35.94","7.22","11.41","6.13","","2.91"
"94","1980-01-01 00:00:00","43","en","2066199192","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","A systematic review is the analysis of existing scientific papers that fulfill predefined criteria, with regard to a defined research question.","Not at all","Rarely","Strongly Agree","Strongly Agree","No","Strongly Agree","","No","No","Yes","No","","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","","Yes","Strongly Agree","Disagree","Strongly Agree","Seven","Promote the use of systematic reviews by highlighting the unique aspects of systematic review, such as the large database without additional animal testing. The ability to use systematic reviews to justify the need for future studies and therefore avoid inaccurate or unnecessary animal testing.","No, I think rather that everyone needs to be careful to include all the necessary facts of the study in the publication so that we don't lose data and the work can be used for a systematic review.","Female","26","German","Germany and Swiss","AO Foundation, Department of Preclinical Facility","Yes","No","No","No","","Other","Veterinarian","Doctoral (PhD/ Other)","","","4623.02","","718.34","","156.26","659.91","","211.91","35.91","33.03","19.77","19.16","","33.05","","","30.53","96.1","","","","","","","","","","","","","","","","","","","","","13.29","14.83","91.56","","25.89","42.65","1050.9","363.66","","39.97","38.74","10.78","118.01","353.15","167.21","213.34","57.58","","7.49"
"97","1980-01-01 00:00:00","43","en","1434085592","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","a comprehensive screening of the literature regarding a certain topic","Extremely","Somewhat Often","Strongly Agree","Strongly Agree","No","Strongly Agree","","No","No","Yes","No","","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","","Yes","Strongly Agree","Disagree","Strongly Agree","Seven","Provide funds to perform them (high amount of time needed).","no","Male","34","Italian","Switzerland","University of Bern, Anaesthesiology Department","Yes","No","No","No","","Doctoral (PhD/ Other)","","Postdoctoral researcher","","","716.07","","453.66","","12.7","21.69","","7.33","8.3","15.55","7.75","9.45","","4.68","","","5.5","10.35","","","","","","","","","","","","","","","","","","","","","4.71","4.45","12.63","","6.61","11.32","32.52","14.53","","4.57","7.96","5.29","6.71","19.18","6.26","13.2","6.22","","2.95"
"98","1980-01-01 00:00:00","43","en","2039814241","I have read the above statement and fully understand its implications. I agree to participate as a subject in the research described in the statement.","I am familiar with systematic review and would like to apply it in my work but lack resources, knowledge or skills to do so","","A synthesis or summary of (peer-reviewed) published data on a topic, evaluated along certain criteria and drawing the best overall conclusion of various publications on a topic. ","Very","Sometimes","Agree","Strongly Agree","No","Agree","","No","Yes","No","No","","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","N/A","","Yes","Agree","Neutral","Agree","Seven","At this point I don't see how systematic reviews could replace certain animal experiments. ","Clinical research (which is always animal experimentation for us veterinarians - per definition)","Female","51","Swiss","Switzerland","University of Zurich, Vetsuisse Faculty","Yes","No","No","No","Clinical research (i.e., data or samples from non-human animals)","Professorship/ Dozent","","Professor/ Privatdozent/ Adjunct Professor/ Lecturer","","","579.05","","38.88","","17.7","168.1","","12.94","25.43","11.79","18.03","8.93","","5.87","","","5.47","11.25","","","","","","","","","","","","","","","","","","","","","6.65","8.1","12.61","","10.98","14.53","56.27","44.46","","5.31","11.74","7.29","8.92","16.63","31.71","7.59","8.11","","3.76"
